metal,production_route,year,region,application,energy_mix,transport_mode,transport_distance_km,gwp_kg_co2_per_kg,energy_mj_per_kg,global_recycling_rate_pct,recycled_content_pct,water_use_l_per_kg,so2_kg_per_kg,eol_recovery_pct,typical_lifespan_years,reuse_potential_score,unit_price_usd_per_kg,circularity_index,material_efficiency_score,end_of_life_scenario,carbon_intensity_category,transport_gwp_kg_co2_per_kg,route_type,life_cycle_stage,upstream_gwp_kg_co2,downstream_gwp_kg_co2,pathway_type,circular_flow_type,emission_reduction_vs_primary_pct,benchmark_gwp_for_metal,process_temperature_celsius,batch_size_tonnes,facility_age_years,waste_generated_kg_per_kg,co2_capture_used,acidification_potential,eutrophication_potential,human_toxicity_score,abiotic_depletion_score,data_completeness_score,recommended_action
Gallium,Primary - Aluminium Byproduct,2013,Russia,5G Semiconductors,Hydro-dominated Grid,Combined (Road+Sea),1978.6,154.6554,6144.814,19.64,4.73,3120.48,0.5246,23.56,10.7,3,348.78,17.14,0.592,Incineration,Very High,0.15659,Primary,Manufacturing,103.8305,50.8249,Conventional,Linear,70.82,530,1049,42.9,19,0.4362,Yes,0.46224,0.00305,0.9431,0.10403,0.95,Increase recycled content in feedstock
Gold,Underground Mining,2023,India,Jewellery,Hydro-dominated Grid,Combined (Road+Sea),4172.6,3382.7333,231526.698,25.95,2.24,356310.61,1.4498,31.16,137.6,4,62741.91,21.88,0.651,Remanufacturing,Very High,1.07612,Primary,Manufacturing,2276.6745,1106.0588,Hybrid,Closed Loop,78.86,16000,1557,230.4,29,7.8855,Partial,1.49818,0.03835,1.798,0.08365,0.57,Increase recycled content in feedstock
Gallium,Secondary - Semiconductor Recycling,2020,Zambia,Solar Cells (GaAs),Natural Gas Grid,Rail,1506.0,35.992,647.363,24.38,14.64,618.26,0.0983,22.07,12.7,2,272.46,19.58,0.745,Reuse,High,0.2732,Secondary,Extraction,20.0212,15.9708,Circular,Closed Loop,93.21,530,594,70.3,28,1.4292,No,0.08467,0.03709,1.9376,0.0778,0.98,Maintain current circular practices; explore renewable energy
Gold,Underground Mining,2014,Indonesia,Investment,Mixed Grid (Global Avg),Rail,1269.0,10929.8518,280962.681,31.84,4.08,240067.41,1.4706,22.42,140.4,4,58740.11,21.69,0.724,Incineration,Very High,0.3169,Primary,Use,7538.9559,3390.8959,Conventional,Linear,31.69,16000,1123,163.0,20,7.7695,Yes,1.58472,0.04402,1.6487,0.00055,0.89,Increase recycled content in feedstock
Gold,Secondary - Jewellery Recycling,2018,Indonesia,Jewellery,Hydro-dominated Grid,Pipeline,809.1,16.2889,1214.232,30.69,17.14,917.93,0.0059,31.78,91.4,5,69913.97,27.45,0.864,Reuse,High,0.13127,Secondary,Extraction,11.2964,4.9925,Circular,Closed Loop,99.9,16000,597,152.6,14,6.4709,No,0.00687,0.00893,0.4237,0.08782,0.55,Maintain current circular practices; explore renewable energy
Gold,Open Pit Mining,2024,South Africa,Aerospace,Renewable Grid,Sea Freight,3084.1,1972.7321,314657.579,31.04,0.65,221669.13,1.6413,22.01,53.6,4,59236.38,20.6,0.758,Urban Mining,Very High,0.3277,Primary,End-of-Life,1366.9423,605.7898,Conventional,Open Loop,87.67,16000,754,342.3,17,3.4853,No,1.72309,0.03581,0.8221,0.11871,0.73,Increase recycled content in feedstock
Indium,Secondary - Solar Panel Recycling,2013,Zambia,Solar Cells (CIGS),Mixed Grid (China),Road,69.5,19.5037,441.271,39.91,24.2,106.49,0.0512,26.69,8.8,3,204.24,29.07,0.96,Reuse,High,0.01763,Secondary,End-of-Life,14.3964,5.1073,Circular,Closed Loop,88.32,167,853,477.8,3,5.0756,No,0.04691,0.0231,1.0731,0.14359,0.96,Maintain current circular practices; explore renewable energy
Lithium,Brine Extraction,2017,DRC,Grid Storage,Mixed Grid (Global Avg),Road,60.2,11.5373,154.649,2.81,4.64,2167.72,0.0122,38.39,8.3,3,59.93,15.68,0.868,Incineration,High,0.01499,Primary,Processing,7.3943,4.143,Conventional,Linear,-44.22,8.0,456,484.4,11,5.4544,No,0.0112,0.02045,0.5309,0.12247,0.57,Optimise production process efficiency
Silver,Primary Mining (Copper Byproduct),2021,Global Average,Solar Panels,Mixed Grid (India),Rail,1512.7,105.376,1526.693,74.46,5.09,2295.84,0.2157,67.31,21.2,3,737.76,49.52,0.896,Closed Loop Recycling,Very High,0.4169,Primary,Use,68.651,36.725,Hybrid,Closed Loop,0.59,106,838,261.3,25,8.0994,No,0.18951,0.00177,0.8925,0.03018,0.61,Increase recycled content in feedstock
Indium,Primary - Lead-Zinc Byproduct,2011,Philippines,Semiconductors,Natural Gas Grid,Pipeline,374.4,95.2556,2545.781,30.91,5.98,1302.66,0.3265,37.23,9.5,3,208.52,25.43,0.746,Landfill,High,0.09066,Primary,Processing,54.4069,40.8487,Conventional,Linear,42.96,167,1351,164.1,21,1.0682,No,0.38931,0.03259,1.1621,0.10257,0.9,Increase recycled content in feedstock
Nickel,Primary - Sulphide Ore,2020,Central Asia,Stainless Steel,Hydro-dominated Grid,Rail,653.9,5.2321,225.161,64.28,9.65,571.77,0.0312,65.07,28.5,2,19.74,45.45,0.9,Remanufacturing,Medium,0.06369,Primary,Processing,3.3106,1.9215,Hybrid,Closed Loop,59.75,13.0,1327,112.5,30,7.0179,No,0.03625,0.02616,1.2187,0.09495,0.81,Increase recycled content in feedstock
Titanium,Kroll Process (Rutile),2022,Kazakhstan,Marine,Nuclear Grid,Road,122.4,7.8643,449.199,21.32,8.35,709.8,0.0433,21.68,21.0,3,15.08,17.89,0.555,Urban Mining,Medium,0.00769,Primary,End-of-Life,5.1195,2.7448,Conventional,Open Loop,77.53,35,1376,188.9,32,6.376,Yes,0.04598,0.0253,0.6541,0.13643,0.79,Increase recycled content in feedstock
Copper,Primary - Sulphide Ore,2019,Zambia,Electrical Wiring,Mixed Grid (China),Air Freight,1824.4,3.9131,76.146,67.97,3.43,312.44,0.0052,61.01,34.2,5,10.15,46.53,0.723,Incineration,Medium,0.53386,Primary,Extraction,2.5081,1.405,Conventional,Linear,-22.28,3.2,1092,129.9,2,0.5323,No,0.00574,0.02229,0.1827,0.13286,0.64,Increase recycled content in feedstock
Aluminium,Primary - Bauxite Mining,2014,Russia,Aerospace,Renewable Grid,Road,297.7,1.161,186.501,80.63,9.72,2139.55,0.098,75.22,18.5,5,2.11,56.48,0.557,Urban Mining,Low,0.03689,Primary,Extraction,0.7404,0.4206,Conventional,Open Loop,89.9,11.5,757,141.7,2,0.1139,Partial,0.1171,0.03366,0.5555,0.09906,0.74,Increase recycled content in feedstock
Indium,Secondary - Solar Panel Recycling,2017,Peru,Semiconductors,Mixed Grid (EU),Air Freight,1816.9,25.0,492.074,37.93,27.87,221.28,0.026,35.4,17.2,3,213.35,31.72,0.707,Closed Loop Recycling,High,0.41357,Secondary,Use,13.9924,11.0076,Circular,Closed Loop,85.03,167,658,39.6,45,2.9039,No,0.02384,0.00378,2.1473,0.12041,0.93,Maintain current circular practices; explore renewable energy
Aluminium,Primary - Bauxite Mining,2015,Chile,Aerospace,Mixed Grid (Global Avg),Sea Freight,5186.3,10.0737,201.527,73.43,6.42,2027.77,0.0811,69.99,18.1,5,2.31,51.73,0.939,Landfill,High,1.48477,Primary,Extraction,6.4982,3.5755,Conventional,Linear,12.4,11.5,1469,359.0,13,3.6856,No,0.0714,0.01187,1.9313,0.12086,0.91,Increase recycled content in feedstock
Chromium,Secondary - Stainless Steel Scrap,2020,Brazil,Stainless Steel,Hydro-dominated Grid,Combined (Road+Sea),2550.2,0.9438,16.543,29.44,19.16,67.25,0.0024,35.59,15.3,2,13.9,26.31,0.898,Open Loop Recycling,Low,0.51422,Secondary,End-of-Life,0.5349,0.4089,Hybrid,Open Loop,92.45,12.5,550,25.0,19,2.9957,No,0.00259,0.04062,0.6545,0.07335,0.72,Maintain current circular practices; explore renewable energy
Tin,Primary - Alluvial Mining,2014,Russia,Tinplate,Mixed Grid (China),Air Freight,4175.2,12.7835,257.898,74.38,3.66,269.86,0.0344,63.1,21.9,3,28.74,47.94,0.912,Reuse,High,0.25038,Primary,Manufacturing,7.1434,5.6401,Hybrid,Closed Loop,20.1,16.0,1160,477.2,30,2.9789,No,0.04239,0.00985,1.3227,0.11823,0.66,Increase recycled content in feedstock
Steel,Blast Furnace - BOF (Coal),2010,Southeast Asia,Automotive,Mixed Grid (Global Avg),Pipeline,962.8,1.8332,22.068,87.77,3.83,28.46,0.0021,87.74,56.5,4,0.55,60.81,0.831,Open Loop Recycling,Low,0.13104,Primary,Use,1.1011,0.7321,Conventional,Open Loop,3.52,1.9,1137,312.4,44,7.9037,No,0.00183,0.00743,1.3329,0.07996,0.76,Increase recycled content in feedstock
Rare Earths,Secondary - Magnet Recycling,2024,Chile,Phosphors,Mixed Grid (EU),Road,361.2,5.5766,51.261,0.57,1.85,699.41,0.0093,23.62,13.7,2,88.17,9.16,0.82,Closed Loop Recycling,Medium,0.04258,Secondary,End-of-Life,4.0248,1.5518,Circular,Closed Loop,81.41,30.0,759,293.3,24,5.7689,No,0.0111,0.03898,0.4172,0.13172,0.94,Maintain current circular practices; explore renewable energy
Gallium,Primary - Aluminium Byproduct,2013,Southeast Asia,5G Semiconductors,Hydro-dominated Grid,Combined (Road+Sea),3464.1,150.6807,8756.539,18.42,5.49,6154.84,1.093,18.21,7.2,3,189.71,15.26,0.769,Landfill,Very High,0.78703,Primary,End-of-Life,101.4029,49.2778,Conventional,Linear,71.57,530,892,456.4,35,1.3107,No,1.03744,0.0121,0.9887,0.04343,0.89,Increase recycled content in feedstock
Titanium,Kroll Process (Rutile),2021,China,Medical Implants,Mixed Grid (China),Pipeline,245.5,32.5055,284.763,29.3,7.76,487.52,0.0309,31.98,25.6,2,12.63,22.9,0.75,Landfill,High,0.05925,Primary,Use,18.9612,13.5443,Conventional,Linear,7.13,35,1480,199.1,28,0.2113,No,0.03776,0.03563,0.4645,0.05004,0.63,Increase recycled content in feedstock
Chromium,Primary - Ferrochrome (Kazakhstan),2019,Middle East,Stainless Steel,Mixed Grid (Global Avg),Air Freight,4269.6,9.9569,178.302,26.7,5.66,258.62,0.0176,27.52,28.2,3,11.65,20.98,0.736,Landfill,Medium,1.22502,Primary,Use,6.392,3.5649,Conventional,Linear,20.34,12.5,638,351.5,13,5.2996,No,0.01851,0.0348,1.9537,0.08554,0.77,Increase recycled content in feedstock
Zinc,Primary - Low Grade Ore,2017,Indonesia,Chemicals,Natural Gas Grid,Road,64.6,3.1762,66.341,75.28,7.01,125.17,0.0121,78.33,29.9,3,2.96,53.5,0.764,Remanufacturing,Medium,0.00698,Primary,Use,2.0741,1.1021,Hybrid,Closed Loop,-2.46,3.1,1010,144.1,5,6.7267,No,0.01308,0.03571,0.2252,0.04786,0.71,Increase recycled content in feedstock
Nickel,Secondary - Recycled,2022,Chile,Electroplating,Coal Grid,Road,491.4,3.0553,22.95,64.59,40.32,144.56,0.0078,67.48,25.6,2,19.41,52.41,0.964,Reuse,Medium,0.08874,Secondary,End-of-Life,1.8147,1.2406,Circular,Closed Loop,76.5,13.0,248,177.0,37,0.2888,No,0.00844,0.04452,0.3997,0.00505,0.8,Maintain current circular practices; explore renewable energy
Steel,Blast Furnace - BOF (Coal),2010,Global Average,Appliances,Mixed Grid (India),Sea Freight,7765.2,3.0672,24.271,85.69,7.8,31.8,0.0083,82.32,47.8,4,0.88,59.25,0.887,Urban Mining,Medium,1.57412,Primary,End-of-Life,2.0939,0.9733,Conventional,Open Loop,-61.43,1.9,813,325.3,42,0.3965,Yes,0.0089,0.03617,0.3088,0.13113,0.98,Optimise production process efficiency
Indium,Secondary - Solar Panel Recycling,2020,Chile,Solar Cells (CIGS),Mixed Grid (EU),Combined (Road+Sea),5028.3,25.0696,487.919,33.61,24.91,253.74,0.0384,31.27,17.3,2,182.41,27.63,0.763,Urban Mining,High,0.77299,Secondary,End-of-Life,15.3399,9.7297,Hybrid,Open Loop,84.99,167,374,466.6,2,6.5275,No,0.04024,0.04692,0.0826,0.14354,0.69,Maintain current circular practices; explore renewable energy
Platinum,Secondary - Autocatalyst Recycling,2010,Russia,Medical Devices,Coal Grid,Road,88.8,1017.845,20765.379,69.6,26.99,2658.78,0.5626,60.04,23.1,5,30486.81,51.52,0.752,Open Loop Recycling,Very High,0.02134,Secondary,Extraction,587.8185,430.0265,Hybrid,Open Loop,91.99,12700,633,1.0,32,6.9251,No,0.68109,0.00555,0.065,0.11596,0.69,Maintain current circular practices; explore renewable energy
Copper,Primary - Low Grade Ore,2010,Southeast Asia,EV Motors,Renewable Grid,Rail,1746.7,0.6172,83.44,69.08,6.38,225.51,0.0021,74.12,49.6,4,7.97,50.69,0.933,Landfill,Low,0.27844,Primary,Manufacturing,0.419,0.1982,Conventional,Linear,80.71,3.2,782,303.1,17,6.7433,No,0.00249,0.01518,0.7146,0.11202,0.95,Increase recycled content in feedstock
Silver,Primary Mining (Lead-Zinc Byproduct),2016,South Africa,Jewellery,Renewable Grid,Rail,1831.7,11.0846,1347.304,70.22,0.94,1951.36,0.314,68.93,16.1,3,874.12,47.69,0.833,Reuse,High,0.26428,Primary,Manufacturing,8.0624,3.0222,Hybrid,Closed Loop,89.54,106,554,403.0,39,2.4188,No,0.28922,0.03973,2.3388,0.1148,0.65,Increase recycled content in feedstock
Manganese,Secondary - Steel Scrap Byproduct,2023,Middle East,Pigments,Hydro-dominated Grid,Rail,1302.0,0.4238,3.948,48.74,15.75,71.06,0.0009,52.99,20.3,2,2.0,37.61,0.695,Incineration,Low,0.36359,Secondary,End-of-Life,0.2953,0.1285,Hybrid,Linear,67.4,1.3,243,305.5,17,0.0697,Partial,0.00082,0.03597,0.1816,0.00488,0.98,Transition to closed-loop recycling pathway
Silver,Primary Mining (Lead-Zinc Byproduct),2013,Brazil,Medical,Mixed Grid (EU),Road,299.4,98.7591,1675.246,66.24,3.73,2856.39,0.5211,70.93,27.2,5,764.22,48.96,0.768,Incineration,High,0.02799,Primary,Processing,68.9328,29.8263,Conventional,Linear,6.83,106,1279,88.2,28,4.7057,Yes,0.44617,0.04709,1.7634,0.01211,0.86,Increase recycled content in feedstock
Tin,Secondary - Solder Recycling,2012,South Africa,Tinplate,Natural Gas Grid,Pipeline,183.0,3.0189,40.566,73.77,34.93,75.05,0.0054,61.51,24.5,3,25.3,53.51,0.945,Open Loop Recycling,Medium,0.03822,Secondary,End-of-Life,1.8547,1.1642,Hybrid,Open Loop,81.13,16.0,710,233.5,21,7.1247,Partial,0.00454,0.03526,1.6538,0.0592,0.65,Maintain current circular practices; explore renewable energy
Gallium,Primary - Zinc Byproduct,2017,Global Average,5G Semiconductors,Natural Gas Grid,Air Freight,2037.4,360.4002,8464.924,25.7,7.69,4125.74,0.8979,20.28,11.7,1,297.79,17.37,0.555,Closed Loop Recycling,Very High,0.59653,Primary,Manufacturing,249.5713,110.8289,Hybrid,Closed Loop,32.0,530,1278,227.9,40,6.4904,Yes,0.88859,0.04023,0.2627,0.04055,0.99,Increase recycled content in feedstock
Gold,Secondary - Jewellery Recycling,2015,South Africa,Jewellery,Mixed Grid (India),Pipeline,539.2,60.2065,769.291,31.69,15.45,581.37,0.007,22.08,51.3,4,60045.38,23.81,0.898,Landfill,High,0.04402,Secondary,Extraction,40.5701,19.6364,Hybrid,Linear,99.62,16000,369,176.7,33,8.1027,Partial,0.00825,0.00576,1.8294,0.0709,0.61,Implement end-of-life collection and recycling programme
Germanium,Primary - Coal Fly Ash,2018,Indonesia,Fiber Optics,Natural Gas Grid,Road,465.4,1107.8409,20641.716,37.52,2.53,13115.76,2.0734,35.33,19.1,2,1076.91,25.74,0.943,Reuse,Very High,0.10774,Primary,Use,703.3319,404.509,Hybrid,Closed Loop,13.45,1280,1527,157.7,39,5.0479,No,1.84689,0.0366,1.5452,0.04114,0.6,Increase recycled content in feedstock
Chromium,Primary - Ferrochrome (Kazakhstan),2019,DRC,Pigments,Mixed Grid (India),Road,243.3,9.6692,143.248,34.25,3.39,147.07,0.0302,36.56,20.6,2,9.17,25.13,0.834,Urban Mining,Medium,0.03443,Primary,Processing,6.8086,2.8606,Conventional,Open Loop,22.65,12.5,1073,288.6,41,3.3093,Partial,0.03228,0.03159,0.8563,0.03686,0.88,Increase recycled content in feedstock
Aluminium,Primary - Bauxite Mining (Low Grade),2014,Kazakhstan,Packaging,Mixed Grid (India),Air Freight,2513.7,11.4373,185.66,70.26,3.0,2193.41,0.0581,81.44,32.2,4,3.09,52.62,0.77,Remanufacturing,High,0.37523,Primary,Processing,6.8087,4.6286,Hybrid,Closed Loop,0.55,11.5,759,51.3,27,2.3904,Yes,0.06692,0.01368,2.126,0.12386,0.93,Increase recycled content in feedstock
Platinum,Primary Mining (Russia),2019,Chile,Electronics,Mixed Grid (EU),Combined (Road+Sea),3196.6,9543.1352,177766.762,69.84,8.65,151364.6,7.3429,60.82,23.8,5,33451.57,48.17,0.93,Urban Mining,Very High,0.23944,Primary,End-of-Life,6155.991,3387.1442,Conventional,Open Loop,24.86,12700,1214,12.8,4,3.4807,No,6.01696,0.02309,1.6057,0.07957,0.62,Increase recycled content in feedstock
Tin,Primary - Hard Rock Mining,2018,Indonesia,Solder,Mixed Grid (Global Avg),Sea Freight,2451.5,14.0071,235.337,65.65,5.73,457.67,0.039,65.51,24.1,3,28.17,46.03,0.851,Remanufacturing,High,0.27398,Primary,Extraction,10.4551,3.552,Hybrid,Closed Loop,12.46,16.0,873,493.6,38,1.9225,No,0.0313,0.00428,0.4441,0.1032,0.76,Increase recycled content in feedstock
Cobalt,Secondary - Battery Recycling,2021,Kazakhstan,Superalloys,Mixed Grid (India),Combined (Road+Sea),2434.2,2.2659,41.207,66.72,37.58,69.0,0.0024,64.49,17.7,4,37.61,53.22,0.717,Closed Loop Recycling,Medium,0.43788,Secondary,Use,1.3469,0.919,Circular,Closed Loop,73.34,8.5,600,104.7,28,2.8145,No,0.00195,0.02597,1.1586,0.11599,0.66,Maintain current circular practices; explore renewable energy
Nickel,Primary - Laterite (HPAL),2010,Europe,Superalloys,Renewable Grid,Pipeline,804.6,2.3684,218.218,69.84,0.56,393.22,0.0226,74.08,14.9,2,19.02,48.28,0.626,Urban Mining,Medium,0.21776,Primary,End-of-Life,1.389,0.9794,Conventional,Open Loop,81.78,13.0,1123,242.8,6,2.8813,No,0.02873,0.04308,1.0989,0.04484,0.64,Increase recycled content in feedstock
Cobalt,Secondary - Superalloy Recycling,2011,Mexico,Catalysts,Natural Gas Grid,Pipeline,860.3,2.4619,25.825,64.47,33.67,138.82,0.0046,68.94,13.8,2,44.68,51.48,0.594,Incineration,Medium,0.05663,Secondary,End-of-Life,1.6545,0.8074,Hybrid,Linear,71.04,8.5,786,83.0,21,1.0933,No,0.00578,0.02181,1.0885,0.02346,0.72,Transition to closed-loop recycling pathway
Cobalt,Primary - Standalone Mining,2023,DRC,EV Batteries,Natural Gas Grid,Pipeline,962.3,7.8912,123.948,72.31,3.52,214.04,0.017,57.79,14.0,3,34.24,45.6,0.832,Closed Loop Recycling,Medium,0.13858,Primary,Extraction,5.5347,2.3565,Hybrid,Closed Loop,7.16,8.5,866,188.3,44,4.4193,Yes,0.01773,0.01889,2.2935,0.03818,0.8,Increase recycled content in feedstock
Germanium,Primary - Zinc Smelter Byproduct,2011,Zambia,IR Optics,Mixed Grid (China),Combined (Road+Sea),2118.6,1492.3559,13662.021,33.38,8.42,7884.34,2.0391,36.78,8.2,2,908.47,25.9,0.614,Remanufacturing,Very High,0.47745,Primary,Use,922.1253,570.2306,Hybrid,Closed Loop,-16.59,1280,538,266.5,20,2.0016,Partial,1.92348,0.04534,0.1874,0.09036,0.94,Increase recycled content in feedstock
Silver,Secondary - Electronics Recycling,2016,Brazil,Electronics,Natural Gas Grid,Combined (Road+Sea),1777.6,14.426,298.179,70.24,40.77,315.37,0.0406,72.1,20.9,5,873.19,58.12,0.719,Closed Loop Recycling,High,0.4069,Secondary,Manufacturing,9.927,4.499,Circular,Closed Loop,86.39,106,683,351.8,4,2.0991,Partial,0.04511,0.00457,1.3005,0.02463,0.76,Maintain current circular practices; explore renewable energy
Tin,Primary - Alluvial Mining,2015,Mexico,Bronze Alloys,Renewable Grid,Air Freight,1539.5,2.0298,213.912,72.5,2.86,528.89,0.0235,66.0,24.8,4,30.77,48.75,0.688,Incineration,Medium,0.16065,Primary,Extraction,1.438,0.5918,Conventional,Linear,87.31,16.0,844,42.9,7,1.8508,No,0.01894,0.045,0.7037,0.04998,0.75,Increase recycled content in feedstock
Indium,Secondary - Solar Panel Recycling,2010,Peru,Semiconductors,Mixed Grid (EU),Air Freight,2118.1,13.5049,396.818,33.23,21.88,171.13,0.068,25.98,19.6,3,156.51,26.05,0.677,Urban Mining,High,0.49252,Secondary,Manufacturing,8.6158,4.8891,Hybrid,Open Loop,91.91,167,328,297.7,9,2.5897,No,0.07363,0.03215,0.1726,0.12172,0.57,Reduce material losses in processing
Manganese,Primary - Electrolytic,2023,Russia,EV Batteries,Mixed Grid (India),Air Freight,3677.3,1.682,21.358,47.85,0.87,185.84,0.0046,48.57,13.7,3,2.72,33.74,0.779,Closed Loop Recycling,Low,0.29412,Primary,Use,0.9696,0.7124,Hybrid,Closed Loop,-29.38,1.3,847,79.9,3,4.3486,Yes,0.00571,0.03492,0.3457,0.05991,0.58,Increase recycled content in feedstock
Nickel,Primary - Laterite (HPAL),2015,China,Stainless Steel,Mixed Grid (China),Sea Freight,4297.2,16.8977,144.422,66.82,6.24,586.57,0.0205,71.69,27.5,4,15.43,49.14,0.812,Landfill,High,1.05016,Primary,Processing,11.2973,5.6004,Conventional,Linear,-29.98,13.0,1523,211.4,41,1.2992,Yes,0.01844,0.01069,1.9476,0.00608,0.81,Increase recycled content in feedstock
Gallium,Primary - Zinc Byproduct,2014,Russia,LEDs,Natural Gas Grid,Air Freight,1996.3,359.3486,9722.454,27.57,6.16,5113.41,0.9393,25.47,13.5,3,295.29,20.77,0.929,Reuse,Very High,0.25721,Primary,End-of-Life,231.627,127.7216,Hybrid,Closed Loop,32.2,530,734,159.0,44,2.2288,Yes,1.09665,0.03614,2.2666,0.00127,0.59,Increase recycled content in feedstock
Silver,Primary Mining (Lead-Zinc Byproduct),2010,DRC,Medical,Coal Grid,Combined (Road+Sea),2569.9,72.5859,2050.42,69.85,7.75,2018.46,0.5862,63.87,33.1,5,850.56,48.91,0.658,Reuse,High,0.28614,Primary,Manufacturing,50.5639,22.022,Hybrid,Closed Loop,31.52,106,1516,332.0,9,6.6143,No,0.69051,0.02337,1.1884,0.07501,0.65,Increase recycled content in feedstock
Gallium,Secondary - Semiconductor Recycling,2010,Canada,5G Semiconductors,Mixed Grid (Global Avg),Road,470.9,89.7339,1119.158,17.74,15.96,657.96,0.0756,20.75,14.7,2,247.66,17.13,0.869,Remanufacturing,High,0.11194,Secondary,Use,62.6444,27.0895,Circular,Closed Loop,83.07,530,708,299.6,5,6.4991,Yes,0.07352,0.0314,0.6954,0.12893,0.84,Maintain current circular practices; explore renewable energy
Titanium,Kroll Process (Rutile),2015,Central Asia,Marine,Coal Grid,Pipeline,186.6,34.6613,365.699,21.66,2.48,389.48,0.053,26.2,39.8,4,14.27,18.94,0.828,Remanufacturing,High,0.0495,Primary,Processing,20.5581,14.1032,Hybrid,Closed Loop,0.97,35,1258,45.2,39,1.4233,No,0.06506,0.01879,0.0349,0.0149,0.99,Increase recycled content in feedstock
Steel,Blast Furnace - BOF,2016,Canada,Machinery,Nuclear Grid,Air Freight,515.2,0.5765,26.817,84.59,4.36,35.03,0.0057,91.09,34.1,5,0.86,61.56,0.901,Urban Mining,Low,0.08623,Primary,Extraction,0.3945,0.182,Conventional,Open Loop,69.66,1.9,707,52.8,2,0.8864,No,0.00552,0.02227,1.0982,0.12772,0.91,Increase recycled content in feedstock
Indium,Secondary - Solar Panel Recycling,2021,Brazil,Flat Panel Displays (ITO),Coal Grid,Combined (Road+Sea),3298.1,36.1429,464.728,36.41,22.64,105.42,0.0594,34.14,19.3,3,261.31,29.76,0.707,Open Loop Recycling,High,0.62185,Secondary,End-of-Life,25.6591,10.4838,Hybrid,Open Loop,78.36,167,729,48.8,14,8.1011,No,0.05909,0.04353,2.2486,0.07318,0.84,Maintain current circular practices; explore renewable energy
Nickel,Primary - Laterite (HPAL),2024,Peru,EV Batteries,Coal Grid,Sea Freight,2655.8,12.7343,170.992,67.5,8.41,534.25,0.0211,56.5,12.4,4,19.59,45.26,0.969,Reuse,High,0.7695,Primary,Extraction,7.5371,5.1972,Hybrid,Closed Loop,2.04,13.0,1200,494.8,45,3.0501,Partial,0.02301,0.00117,0.6935,0.06807,0.65,Increase recycled content in feedstock
Gold,Secondary - Electronics Recycling,2014,South Africa,Investment,Natural Gas Grid,Rail,1990.4,72.3152,1315.192,25.53,15.57,616.35,0.0068,29.29,96.6,5,61959.45,24.59,0.896,Urban Mining,High,0.3636,Secondary,Processing,48.5811,23.7341,Hybrid,Open Loop,99.55,16000,428,465.6,16,6.3982,Partial,0.00696,0.0005,0.7532,0.01095,0.83,Maintain current circular practices; explore renewable energy
Cobalt,Primary - Standalone Mining,2013,Southeast Asia,Magnets,Mixed Grid (EU),Rail,1259.5,3.9501,75.82,68.67,9.7,391.15,0.0119,60.82,18.7,4,57.93,47.22,0.632,Closed Loop Recycling,Medium,0.20572,Primary,Manufacturing,2.5706,1.3795,Hybrid,Closed Loop,53.53,8.5,406,274.5,8,6.555,No,0.01125,0.02499,1.4516,0.10665,0.8,Increase recycled content in feedstock
Germanium,Primary - Coal Fly Ash,2018,Peru,IR Optics,Mixed Grid (Global Avg),Road,88.7,1232.0198,16301.113,30.82,1.57,10583.96,2.1316,41.12,19.9,2,808.15,24.94,0.918,Open Loop Recycling,Very High,0.02255,Primary,Extraction,708.1499,523.8699,Conventional,Open Loop,3.75,1280,1210,312.2,36,1.6681,No,2.36903,0.03321,2.1399,0.00781,0.69,Increase recycled content in feedstock
